"glytoucan_ac","sequence_glycam_iupac"
"G79351OB","DGalpb1-4DGlcpNAcb1-3[DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-6DManpa1-6DManpb1-"
"G79379XF","DGalpa1-2DManpa1-"
"G79389NT","DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpb1-"
"G79394LC","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G79412GP","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G79412YE","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpb1-"
"G79446AH","DManpb1-3DGalpa1-3DGlcpNAcb1-"
"G79457WN","DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G79511VM","DGlcpa1-4DGalpb1-3DGalpNAca1-3DGlcpNAcb1-"
"G79523YN","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-4][DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G79527AC","DManpa1-2DManpa1-2DManpa1-3DManpa1-3DManpa1-2DManpa1-2DManpa1-3DManpa1-3DManpa1-3DGlcpNAca1-"
"G79535HZ","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-"
"G79536OW","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G79541AM","DNeup5Aca2-7DNeup5Aca2-7DNeup5Aca2-3[DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4]DGalpb1-4DGlcpb1-"
"G79556AB","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G79565XA","DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DGalp[3S]b1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G79578JB","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79609RF","DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G79617NL","LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6[DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79638YU","DManpa1-3DManpa1-3[DManpa1-3DManpa1-6]DManpa1-6[DGlcpa1-3DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-"
"G79713BZ","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3[DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAca1-"
"G79717OY","DNeup5Aca2-3DGalpb1-3[LFucpa1-4]DGalpNAcb1-4DGalpb1-4DGlcpb1-"
"G79757CG","DIdofa1-"
"G79776GW","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3[DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G79790LK","LFucpa1-2DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79803HS","DGalpNAcb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpNAcb1-4DGlcpNAcb1-2[DGalpNAcb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79809MM","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79869GI","LFucpa1-2DGalp[4Me]b1-4DGlcpNAcb1-"
"G79874WM","DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2DGalpb1-4DGlcpb1-"
"G79878OX","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-3]DGalpNAcb1-"
"G79916GF","DGlcpa1-2/3DGlcpa1-2/3DGlcpa1-3DManpa1-2DManpa1-2DManpa1-3[DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79924RM","DGlcpNAcb1-3DGlcpNAcb1-"
"G79928VL","DGalpb1-4DGlcpNAcb1-2/4DManpa1-"
"G79950YS","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G79958YT","DGalpa1-3DGalpa1-3DGalpa1-3DGalpa1-4DGalpb1-4DGlcpb1-"
"G79982EE","DGalpb1-2[LFucpb1-3]DGlcpb1-"
"G80022XC","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-"
"G80062GG","DGalpNAca1-3DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpb1-"
"G80082VH","LFucpa1-6DGlcpNAcb1-3DGalpb1-"
"G80085KS","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G80126GC","DKDNpa1-"
"G80141XN","LFucpa1-2DGalpb1-4DGlcpNAc[6S]b1-"
"G80153HF","DGalpb1-4DGalpNAcb1-6DGalpNAca1-"
"G80193TN","DGalp[3S]b1-3DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpb1-"
"G80214EM","DFucfb1-"
"G80218VL","DGalpb1-6DManpa1-"
"G80243CR","DNeup5Aca2-3[DGalpNAca1-4]DGalpb1-4DGlcpNAcb1-3[DGalpNAcb1-4]DGalpb1-4DGlcpb1-"
"G80251DR","DGlcpNAc[6S]b1-3DGalpb1-3DGalpNAca1-"
"G80264ZA","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G80281PU","DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpNAcb1-"
"G80294GH","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G80296WD","DManpa1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAca1-"
"G80319WU","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4[DGalp[3S]b1-4DGlcpNAcb1-2]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80355WT","DGlcpNAcb1-4DManpa1-3[DXylpb1-2][DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-"
"G80366RR","DGlcpNAcb1-4DManpa1-3[DGlcpNAcb1-4DManpa1-6][DXylfb1-2]DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-"
"G80393PG","DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G80393RT","DGalpb1-3DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpb1-"
"G80459PR","LFucpa1-3DGlcpNAcb1-6DGalpb1-"
"G80483PX","DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-2DManpa1-3]DManpa1-"
"G80494PJ","DGalpb1-4DGlcpNAcb1-6DGalpb1-4DGlcpb1-"
"G80495XF","DGlcpb1-2[DGlcpa1-6]DGlcpb1-"
"G80523HD","DGalpb1-2DGlcpa1-"
"G80524SB","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-3DManpb1-"
"G80537QW","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G80538VG","DGalfa1-2DGalpb1-"
"G80544IB","DNeup5Aca2-9DNeup5Aca2-3DGalpb1-4DGlcpb1-"
"G80547US","DManpb1-3DManpb1-4DGlcpNAcb1-4[LFucpb1-6]DGlcpNAca1-"
"G80577OW","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-3[DNeup5Aca2-6]DGalpNAca1-"
"G80578OK","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G80587NA","LFucpa1-3DGlcpNAcb1-"
"G80589WZ","DGalpa1-4DGalpa1-4DGlcpb1-"
"G80636BF","LIdopb1-"
"G80637HO","DGlcpb1-3LArapa1-"
"G80643JD","DNeup5Aca2-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-6[DGalpb1-3]DGalpNAca1-"
"G80652ZF","DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-3]DGlcpNAcb1-"
"G80661IW","DGalpb1-4DGlcpNAcb1-2[DGalpb1-3DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80662SX","DGlcpa1-6DGlcpa1-6DGlcpa1-6DGlcpa1-"
"G80717KS","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80722US","DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAc[6S]b1-"
"G80756MK","DManpa1-2DManpa1-6[DManpa1-2]DManpa1-3[DManpa1-3[DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80767XX","DGlcpa1-2DGlcpa1-3DGlcpa1-3DManpa1-2DManpa1-2DManpa1-3/6[DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-3/6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80796HL","DManpa1-3DManpb1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80804PR","DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGalpNAc[4S]b1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G80812WN","DManpb1-4DManpb1-4DManpb1-4DManpb1-4DManpb1-4DManpb1-"
"G80858MF","DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G80869DX","DNeup5Acb2-6DGalpb1-4DGlcpa1-"
"G80903UK","DNeup5Aca2-6DGalpb1-3[DGlcpNAcb1-6]DGalpNAca1-"
"G80943NY","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80961ME","DGlcpa1-3[DGlcpa1-4]DGalpa1-"
"G80962OX","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80966KZ","DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G80986RU","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G81016SV","DGalpNAca1-3[DNeup5Aca2-6]DGalpNAca1-"
"G81041HS","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAcb1-"
"G81075SJ","DGalpb1-3[DGalpb1-6]DGlcpa1-"
"G81085EP","LFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpa1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81090GI","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAca1-4[DFucpb1-6]DGlcpNAcb1-"
"G81096RM","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G81100SW","DGalpb1-6DGalfb1-3DGalpNAcb1-"
"G81153OO","LFucpb1-2DGlcpb1-"
"G81164ED","DNeup5Aca2-6DGalpb1-4DGlcpNAca1-2DManpa1-3[DManpb1-6]DManpa1-4DGlcpNAca1-4DGlcpNAcb1-"
"G81188FE","DGalpa1-2DGalpb1-4DGlcpb1-"
"G81201TR","LFucpa1-2DGalpb1-4DGlcpNAcb1-4[DGalpb1-4DGlcpNAcb1-2]DManpa1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81206JQ","DGalpNAca1-3DGalpNAcb1-3DGalpb1-"
"G81229DT","DGalpb1-4DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G81245YS","DGlcpb1-6DGlcpNAcb1-3DGalpb1-4DGalpb1-"
"G81272FZ","DNeup5Aca2-3DGalpb1-4DGlcpNAc[6S]b1-3DGalpNAca1-"
"G81275AN","DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-"
"G81315DD","DManpa1-3DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81326IN","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G81328FA","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81345OW","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-"
"G81356NS","DGlcpa1-3DManpa1-2DManpa1-2DManpa1-3[DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81371UR","DGlcpa1-2DGlcpa1-3DGlcpa1-3DManpa1-2DManpa1-2DManpa1-3[DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAca1-4DGlcpNAcb1-"
"G81378YR","LFucpa1-2DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G81389EF","LFucpa1-2DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81392TU","DGalpa1-4DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpa1-4DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81394BJ","DArapa1-"
"G81397LO","DGalpb1-4DGlcpNAcb1-4DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81401HI","DGlcpb1-3DGalpb1-4DGlcpNAcb1-"
"G81408RV","DGlcpAb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G81430ON","DGalpb1-4DGlcpNAcb1-4DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G81432SH","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G81441FR","LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DManpa1-"
"G81489EN","DGlcpNAcb1-4DGlcpNAca1-4DGlcpNAcb1-4DGlcpNAca1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81502SE","DManpa1-6DGalpb1-"
"G81516LH","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-"
"G81527RS","LFucpa1-2DGalpb1-3[DNeup5Aca2-6]DGlcpNAcb1-3DGalpb1-3DGlcpb1-"
"G81528UX","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81536GE","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81541IU","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAca1-"
"G81607MC","DManpa1-4DManpb1-3DGlcpNAcb1-4DGlcpNAcb1-"
"G81632VJ","DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6[DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAca1-4DGlcpNAca1-"
"G81663ZI","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G81738MQ","DGalpb1-3DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G81740BZ","LFucpa1-2DGalpb1-3DGlcpNAcb1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpb1-4DGlcpb1-"
"G81761OR","LFucpa1-2DGalpb1-4DGlcpNAcb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G81787XH","DNeup5Aca2-3DGalpa1-4DGlcpNAca1-6[DGalpa1-3]DGalpNAca1-"
"G81793BO","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G81866HW","DXylfb1-2DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81867VC","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAca1-6]DManpa1-6[DFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAca1-4[DFucpa1-6]DGlcpNAca1-"
"G81874LD","DManpa1-4DManpa1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81879LT","DNeup5Aca2-3DGalpb1-3DGalpNAcb1-3DGalpb1-4DGlcpb1-"
"G81911LP","LFucpa1-2DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2/4DManpa1-"
"G81923ER","DGalpNAcb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81933FO","DManpa1-2DManpa1-2DManpa1-6[DManpa1-2DManpa1-3]DManpa1-6[DManpa1-2DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81980VO","DManpa1-2DManpa1-2DManpa1-3[DManpa1-6DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G81982NW","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAca1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G81983KG","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4DGalpb1-4DGlcpb1-"
"G82033VN","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G82036CW","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G82050MN","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G82075JD","DGlcpb1-6DGalpa1-2DGlcpa1-"
"G82081LV","DGalpb1-4DGlcpNAcb1-2DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpb1-6]DGlcpNAcb1-"
"G82092PV","LFucpa1-2DGalpb1-4DGlcpNAcb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpb1-3[DGlcpNAcb1-6]DGalpNAca1-"
"G82106UN","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G82130LG","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-4DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G82140BL","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G82142DS","DGalpb1-4DGlcpb1-3[DGalpb1-6]DGalpb1-"
"G82153MA","DGlcpNAcb1-4[DGlcpNAcb1-6]DGalpb1-"
"G82155DA","DNeup5Aca2-6DGalpb1-3DGalpNAcb1-"
"G82159VB","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3/6[DGlcpNAcb1-2DManpa1-3/6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G82168GG","DGalpa1-4DGlcpNAcb1-2DManpa1-3[DGalpa1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G82202JN","DNeup5Aca2-3DGalpb1-4DGalpNAcb1-3DGalpb1-4DGalpNAcb1-3DGalpb1-4DGlcpb1-"
"G82211NA","LFucpa1-6DGlcpa1-"
